coursePrefix,courseNum,fee,section,credits,days,times,building,room,title,prof,days2,times2,building2,room2
ACG,2021,,02F7,4,,,WEB*,,INTRO FINAN ACCOUNTNG,"Goslinga,Jill Kristen;",,,,
DIG,3020,,4F12,3,,,WEB,,FOUND OF DIG CULTURE,"Oliverio,James Charles;",,,,
DIG,3305C,,4F15,3,MTWRF,5,NRG,0120,3D DIGITAL ANIMA TECH,"Karlson,Aaron C;",,,,
DIG,3305C,,4F16,3,,,WEB,,3D DIGITAL ANIMA TECH,"Karlson,Aaron C;",,,,
DIG,5931C,,DEPT,2,MTWR,5,CSE,E413,PROJECT METHODOLOGIES,"Difato,Timothy T;",,,,
DIG,6358C,,DEPT,2,T R,2-3,CSE,E413,APP 3D MOD & ANIM,"Jang,Seung Hyuk;",,,,
DIG,6751C,,DEPT,2,M W,2-3,CSE,E413,MULTIMEDIA INTERFACES,"Santoso,Markus;",,,,
ECO,3704,,01DB,4,MTW,3-4,HVNR,250,INTERNATIONAL TRADE,"Estevez,Kristian;",R,3,HVNR,250
ECO,4905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,"Knight,David T;",,,,
ECO,4941,,DEPT,VAR,TBA,,,,INTERNSHIP,"Knight,David T;",,,,
ECO,4956,,DEPT,VAR,TBA,,,,INTERNATIONAL STUDIES,"Knight,David T;",,,,
ECO,4970,,DEPT,VAR,TBA,,,,HONORS THESIS,"Knight,David T;",,,,
ECO,6906,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,STAFF;,,,,
ECO,6910,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,STAFF;,,,,
ECO,6957,,DEPT,VAR,TBA,,,,INTERNATIONAL STUDIES,STAFF;,,,,
ECO,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,STAFF;,,,,
ECO,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,"Knight,David T;",,,,
ECO,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,"Knight,David T;",,,,
ECP,5702,,DEPT,2,M W,1-2,HGS,140,MANAGERIAL ECONOMICS,"Romano,Richard E;",,,,
ECO,2013,,4D82,4,,,WEB*,,PRIN MACROECONOMICS,"Knight,David T;",,,,
ECO,2013,,4E14,4,,,WEB*,,PRIN MACROECONOMICS,"Knight,David T;",,,,
ECO,2013,,41BA,4,,,WEB*,,PRIN MACROECONOMICS,"Knight,David T;",,,,
ECO,3101,,42E9,4,MTW,3-4,HVNR,250,INTERMED MICROECON,"Gunay,Fatma Busra;",R,3,HVNR,250
ECO,4905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,"Knight,David T;",,,,
ECO,4941,,DEPT,VAR,TBA,,,,INTERNSHIP,"Knight,David T;",,,,
ECO,4956,,DEPT,VAR,TBA,,,,INTERNATIONAL STUDIES,"Knight,David T;",,,,
ECO,4970,,DEPT,VAR,TBA,,,,HONORS THESIS,"Knight,David T;",,,,
ECO,6906,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,STAFF;,,,,
ECO,6910,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,STAFF;,,,,
ECO,6957,,DEPT,VAR,TBA,,,,INTERNATIONAL STUDIES,STAFF;,,,,
ECO,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,STAFF;,,,,
ECO,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,"Knight,David T;",,,,
ECO,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,"Knight,David T;",,,,
ECP,3403,,4C16,4,MTW,5-6,HVNR,240,INDUSTRIAL ORG,"Bet,Carlos German;",R,5,HVNR,240
ECO,2023,,72DD,4,,,WEB*,,PRIN MICROECONOMICS,"Rush,Mark;",,,,
ECO,2023,,72DF,4,,,WEB*,,PRIN MICROECONOMICS,"Rush,Mark;",,,,
ECO,2023,,73HH,4,,,WEB*,,PRIN MICROECONOMICS,"Rush,Mark;",,,,
ECO,4905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,"Knight,David T;",,,,
ECO,4941,,DEPT,VAR,TBA,,,,INTERNSHIP,"Knight,David T;",,,,
ECO,4956,,DEPT,VAR,TBA,,,,INTERNATIONAL STUDIES,"Knight,David T;",,,,
ECO,4970,,DEPT,VAR,TBA,,,,HONORS THESIS,"Knight,David T;",,,,
ECO,6906,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,STAFF;,,,,
ECO,6910,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,STAFF;,,,,
ECO,6957,,DEPT,VAR,TBA,,,,INTERNATIONAL STUDIES,STAFF;,,,,
ECO,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,STAFF;,,,,
ECO,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,"Knight,David T;",,,,
ECO,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,"Knight,David T;",,,,
EDF,3110,,02G8,3,MTWRF,2,LIT,0205,HUMAN GROWTH & DEVEL,STAFF;,,,,
EDF,3135,,02C4,3,,,WEB,,THE ADOLESCENT,STAFF;,,,,
MHS,6340,,DEPT,3,T,4-E1,TUR,1105,CAREER DEVELOPMENT,"Studer-Byrnes,Erica L;",,,,
SDS,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,STAFF;,,,,
EDF,3110,,4647,3,MTWRF,2,FAC,0127,HUMAN GROWTH & DEVEL,STAFF;,,,,
EDF,3110,,4660,3,MTWRF,2,FAB,0105,HUMAN GROWTH & DEVEL,STAFF;,,,,
SDS,3481,,DEPT,2,TBA,,,,ALCOHOL & DRUG ABUSE,"Frankl,Steevie;",,,,
EDA,6061,,7A90,3,M,7-E2,LIT,0127,ED ORGANIZATION & ADM,"Redding,Christopher Hyde;",,,,
EDA,6107,,DEPT,3,,,WEB,,LEADING CHANGE,"Searby,Linda Jane;",,,,
EDA,6192,,DEPT,3,,,WEB,,ED LEADER INDIVIDUAL,"Atria,Catherine G;",,,,
EDA,6195,,DEPT,3,,,WEB,,ED POLICY DEVELOP,"Eldridge,Linda Burney;",,,,
EDA,6215,,DEPT,3,,,WEB,,COMMUNICA EDUC LEADER,"Searby,Linda Jane;",,,,
EDA,6222,,DEPT,3,,,WEB,,ADM OF SCHOOL PERSNL,"Searby,Linda Jane;",,,,
EDA,6423,,DEPT,3,,,WEB,,DATA-DRVN DECISN MAKE,"Redding,Christopher Hyde;",,,,
EDA,6503,,701F,3,T,7-E2,FAC,0120,THE PRINCIPALSHIP,"Atria,Catherine G;",,,,
EDA,6503,,DEPT,3,,,WEB,,THE PRINCIPALSHIP,"Atria,Catherine G;",,,,
EDA,6905,,DEPT,VAR,,,WEB,,ED LEADERSHIP CERT,"Atria,Catherine G;",,,,
EDA,6905,,DEPT,VAR,TBA,,,,INDEPENDENT STUDY,"Eldridge,Linda Burney;",,,,
EDA,6905,,DEPT,VAR,,,WEB,,INDIVIDUAL WORK,"Eldridge,Linda Burney;",,,,
EDA,6931,,DEPT,3,,,WEB,,PROBLEMS SCHOOL ADMIN,"Redding,Christopher Hyde;",,,,
EDA,6948,,DEPT,VAR,TBA,,,,SUPRV PRAC IN SCH ADM,"Eldridge,Linda Burney;",,,,
EDA,6948,,DEPT,VAR,,,WEB,,SUPRV PRAC IN SCH ADM,"Mousa,Bruce E;",,,,
EDA,7945,,DEPT,VAR,TBA,,,,PRACT IN SUPER & ADM,"Eldridge,Linda Burney;",,,,
EDA,7945,,DEPT,VAR,,,WEB,,PRACT IN SUPER & ADM,"Mousa,Bruce E;",,,,
EDA,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,STAFF;,,,,
EDA,7980,,DEPT,VAR,,,WEB,,DOCTORAL RESEARCH,STAFF;,,,,
EDF,3210,,8C35,3,,,WEB,,EDUCATION PSYCHOLOGY,"Therriault,David James;",,,,
EDF,4430,,775G,3,,,WEB,,MEAS & EVAL IN EDUC,"Tolentino,Lissette A;",,,,
EDF,6403,,DEPT,6,T R,3-5,FAC,0120,QUANT FOUND ED RES,"Manley,Anne Corinne;",,,,
EDF,6416,,DEPT,3,,,WEB,,QUANT METH EVAL ED,"Seraphine,Anne Elizabeth;",,,,
EDF,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,STAFF;,,,,
EDF,6910,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,STAFF;,,,,
EDF,6940,,DEPT,VAR,TBA,,,,SUPERVISED TEACHING,STAFF;,,,,
EDF,6941,,DEPT,VAR,TBA,,,,PRACTICUM ED RES,STAFF;,,,,
EDF,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,STAFF;,,,,
EDF,7486,,DEPT,3,,,WEB,,METHODS ED RESEARCH,"MacInnes,Jann W;",,,,
EDF,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,STAFF;,,,,
EDF,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,STAFF;,,,,
EDH,6040,,DEPT,3,,,WEB,,THEO COLLEGE STU DEV,"Lynch,Lindsay Byron;",,,,
EDH,6046,,DEPT,3,,,WEB,,DIVERSITY ISSUES,STAFF;,,,,
EDH,6051,,DEPT,3,,,WEB,,EDUCATIONAL OUTCOMES,STAFF;,,,,
EDH,6637,,DEPT,3,,,WEB,,CRISIS MGT HIGHER ED,STAFF;,,,,
EDH,6664,,DEPT,3,,,WEB,,PUBLIC POLICY HIGH ED,"Kramer,Dennis Allan;",,,,
EDH,6931,,DEPT,3,,,WEB,,RESEARCH WRITING,STAFF;,,,,
EDH,6935,,DEPT,3,,,WEB,,SEM COL STU PERSONNEL,"Haynes,Clifford;",,,,
EDH,7948,,DEPT,5,TBA,,,,INTERN STU PERSONNEL,STAFF;,,,,
EDH,7979,,DEPT,VAR,,,WEB,,ADVANCED RESEARCH,STAFF;,,,,
EDH,7981,,DEPT,VAR,,,WEB,,DOCTORAL RESEARCH,STAFF;,,,,
MHS,6020,,DEPT,3,,,WEB,,CNSLNG COMMUNITY SETN,"Schuermann,Chastity Hope;",,,,
MHS,6071,,DEPT,3,,,WEB,,DIAG TRT MENTAL DISOR,"Fields,Katie Marie;",,,,
MHS,6430,,DEPT,3,R,1-3,NRNA,2-140,FAMILY COUNSELING,"Hull,Lesley L;",,,,
MHS,6450,,DEPT,3,,,WEB,,SUBSTANCE ABUSE COUNS,"DePue,Mary Kristina;",,,,
MHS,6471,,DEPT,3,,,WEB,,SEXUALITY/MENTAL HLTH,"Fields,Katie Marie;",,,,
MHS,6831,,DEPT,3,TBA,,,,SUPV SPLIT INTERNSHIP,"Smith,Sondra Lori;",,,,
MHS,6831,,DEPT,3,,,WEB,,SUPV SPLIT INTERNSHIP,"Swank,Jacqueline M;",,,,
MHS,7740,,DEPT,3,,,WEB,,RESRCH IN COUNSELING,"West,Rosa M;",,,,
MHS,7804,,DEPT,3,W,2-4,NRNA,2-138,GRP SUPER AGENCY COUN,"Schuermann,Chastity Hope;",,,,
MHS,7804,,DEPT,3,W,5-7,NRNA,2138A,GRP SUPER AGENCY COUN,"West,Rosa M;",,,,
MHS,7805,,DEPT,3,T,2-4,NRNA,2-138,PRACT AGENCY COUNS,"Smith,Sondra Lori;",,,,
MHS,7807,,DEPT,3,R,4-6,NRNA,2-138,GRP SUPV MAR/FAM COUN,"Hull,Lesley L;",,,,
MHS,7830,,DEPT,5,,,WEB,,INTERN COUNSEL,"Swank,Jacqueline M;",,,,
MHS,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,STAFF;,,,,
SDS,3340,,8D96,3,,,WEB,,CAREER/LIFE SPAN PLAN,"Melear,Daniel C;",,,,
SDS,3340,,8D97,3,,,WEB,,CAREER/LIFE SPAN PLAN,"Kane,Brianna M;",,,,
SDS,3481,,8D98,2,,,WEB,,ALCOHOL & DRUG ABUSE,"Coffman,Everette W;",,,,
SDS,3481,,8D99,2,,,WEB,,ALCOHOL & DRUG ABUSE,"Myers,Kenneth G;",,,,
SDS,3481,,8E00,2,,,WEB,,ALCOHOL & DRUG ABUSE,"Vanausdale,Stevie L;",,,,
SDS,3482,,7B13,3,,,WEB,,STRESS/ANXIETY MANAGE,"Clapham,Morgan L;",,,,
SDS,3482,,8E01,3,,,WEB,,STRESS/ANXIETY MANAGE,"Leopold,Patrice Jilda;",,,,
SDS,3482,,8E02,3,,,WEB,,STRESS/ANXIETY MANAGE,"Machado,Mercedes M;",,,,
SDS,4410,,8E03,3,,,WEB,,INTERPERS COMM SKILLS,"Medyk,Nina V;",,,,
SDS,4410,,8E04,3,,,WEB,,INTERPERS COMM SKILLS,"Tozzi,Matthew A;",,,,
SDS,6831,,DEPT,3,TBA,,,,SUPV SPLIT INTERNSHIP,"Smith,Sondra Lori;",,,,
SDS,6938,,DEPT,3,TBA,,,,APPLIED RES CNSLNG,"Swank,Jacqueline M;",,,,
SDS,7820,,DEPT,3,TBA,,,,GRP SUPV SCHOOL COUNS,"Smith,Sondra Lori;",,,,
EDG,4910,,DEPT,VAR,TBA,,,,EDUC UNDERGRAD RSRCH,STAFF;,,,,
EEC,6615,,DEPT,3,M W,2-3,FAC,0120,EARLY CHILD BACKGRND,"Kemple,Kristen Mary;",F,2,FAC,0120
EEC,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,STAFF;,,,,
EEC,6910,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,STAFF;,,,,
EEC,6933,,DEPT,VAR,TBA,,,,SPECIAL TOPICS,STAFF;,,,,
EEC,6933,,DEPT,3,,,WEB,,POLICY & TRANSITION,"Smith-Bonahue,Tina M;",,,,
EEC,6933,,DEPT,3,,,WEB,,POLICY & TRANSITION,"Smith-Bonahue,Tina M;",,,,
EEC,6940,,DEPT,VAR,TBA,,,,SUPERVISED TEACHING,STAFF;,,,,
EEC,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,STAFF;,,,,
EEC,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,STAFF;,,,,
EEX,3012,,018F,3,,,WEB,,INTRO SPECIAL EDUCA,"Lombardino,Linda J;",,,,
EEX,4294,,02D1,3,,,WEB,,DIFFERENTIATED INSTR,"Rose,Lisa Marie;",,,,
EEX,4905,,DEPT,VAR,TBA,,,,INDIVIDUAL STUDY,STAFF;,,,,
EEX,6053,,DEPT,3,,,WEB,,FOUND SPEC ED,"Lombardino,Linda J;",,,,
EEX,6053,,DEPT,3,,,WEB,,FOUND SPEC ED,"Lombardino,Linda J;",,,,
EEX,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,STAFF;,,,,
EEX,6910,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,STAFF;,,,,
EEX,6936,,DEPT,VAR,TBA,,,,SPECIAL TOPICS,STAFF;,,,,
EEX,6940,,DEPT,VAR,TBA,,,,SUPERVISED TEACHING,STAFF;,,,,
EEX,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,STAFF;,,,,
EEX,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,STAFF;,,,,
EEX,7980,,0073,VAR,TBA,,,,DOCTORAL RESEARCH,STAFF;,,,,
SPS,6195,,DEPT,3,M,2-3,WEIM,2050,DEVEL PSYCHOPATHOLOGY,"Beaulieu,Diana Joyce;",W,2-4,WEIM,2050
SPS,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL STUDY,STAFF;,,,,
SPS,6918,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,STAFF;,,,,
SPS,6945,,DEPT,VAR,TBA,,,,ADVANCED PRACTICUM,"Kranzler,John H;",,,,
SPS,6948,,DEPT,VAR,TBA,,,,SUPERVISED TEACHING,STAFF;,,,,
SPS,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,STAFF;,,,,
SPS,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,STAFF;,,,,
EDG,4910,,DEPT,VAR,TBA,,,,EDUC UNDERGRAD RSRCH,STAFF;,,,,
EEC,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,STAFF;,,,,
EEC,6910,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,STAFF;,,,,
EEC,6933,,DEPT,VAR,TBA,,,,SPECIAL TOPICS,STAFF;,,,,
EEC,6940,,DEPT,VAR,TBA,,,,SUPERVISED TEACHING,STAFF;,,,,
EEC,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,STAFF;,,,,
EEC,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,STAFF;,,,,
EEX,2000,,4492,3,MTW,5,FAB,0105,IMPACT DISABILITIES,"Cox,Penny R;",,,,
EEX,4905,,DEPT,3,TBA,,,,LEADERSHIP IN DIS AWA,"Cox,Penny R;",,,,
EEX,4905,,DEPT,VAR,TBA,,,,INDIVIDUAL STUDY,STAFF;,,,,
EEX,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,STAFF;,,,,
EEX,6910,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,STAFF;,,,,
EEX,6936,,DEPT,VAR,TBA,,,,SPECIAL TOPICS,STAFF;,,,,
EEX,6936,,DEPT,3,W,1-3,FAC,0120,MA  PREV & INT SCIENC,"Gage,Nicholas A;",,,,
EEX,6940,,DEPT,VAR,TBA,,,,SUPERVISED TEACHING,STAFF;,,,,
EEX,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,STAFF;,,,,
EEX,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,STAFF;,,,,
EEX,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,STAFF;,,,,
SPS,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL STUDY,STAFF;,,,,
SPS,6918,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,STAFF;,,,,
SPS,6945,,DEPT,VAR,TBA,,,,ADVANCED PRACTICUM,STAFF;,,,,
SPS,6948,,DEPT,VAR,TBA,,,,SUPERVISED TEACHING,STAFF;,,,,
SPS,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,STAFF;,,,,
SPS,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,STAFF;,,,,
EDF,2085,,7H70,3,,,WEB,,TEACH DIVERSE POPULA,"Saunders,Kendra V;",,,,
EDG,4910,,DEPT,VAR,TBA,,,,EDUC UNDERGRAD RSRCH,STAFF;,,,,
EEC,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,STAFF;,,,,
EEC,6910,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,STAFF;,,,,
EEC,6933,,DEPT,VAR,TBA,,,,SPECIAL TOPICS,STAFF;,,,,
EEC,6933,,DEPT,3,TBA,,,,INTO TO SNG CASE EXP,STAFF;,,,,
EEC,6933,,DEPT,3,TBA,,,,APPL RSCH SGL CASE,STAFF;,,,,
EEC,6933,,DEPT,3,,,WEB,,ASMT & EVAL EC ED PRA,"Smith-Bonahue,Tina M;",,,,
EEC,6933,,DEPT,3,,,WEB,,ASMT & EVAL EC ED PRA,"Smith-Bonahue,Tina M;",,,,
EEC,6933,,DEPT,3,M,4-6,FAC,0120,FDN IMPL SCI EC SET,"Reichow,Brian;",,,,
EEC,6940,,DEPT,VAR,TBA,,,,SUPERVISED TEACHING,STAFF;,,,,
EEC,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,STAFF;,,,,
EEC,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,STAFF;,,,,
EEX,2000,,71A2,3,,,WEB,,IMPACT DISABILITIES,"Ulrich,Tracy Gault;",,,,
EEX,3093,,705E,3,,,WEB,,EXCEP PEOPLE SCH/SOC,"Emery,Alice Kaye;",,,,
EEX,3097,,7C70,3,,,WEB,,SOC PERSP DISABILITY,"Montoya,Aile;",,,,
EEX,3097,,71A6,3,,,WEB,,SOC PERSP DISABILITY,"Adams,Denise Suzanne;",,,,
EEX,3097,,7171,3,,,WEB,,SOC PERSP DISABILITY,"Montoya,Aile;",,,,
EEX,3097,,7364,3,,,WEB,,SOC PERSP DISABILITY,"Ulrich,Tracy Gault;",,,,
EEX,3097,,7444,3,,,WEB,,SOC PERSP DISABILITY,"Jossi,Margaret Hannum;",,,,
EEX,3616,,DEPT,3,TBA,,,,CORE CLASS MANAG STRA,"MacSuga-Gage,Ashley;",,,,
EEX,4280,,71B4,3,,,WEB,,DISABIL COMM & EMPLY,"Becker,Mallory Kelly;",,,,
EEX,4520,,71B7,3,,,WEB,,DSBL: LEGAL ASP & POL,"Kern,Lauren E;",,,,
EEX,4905,,DEPT,VAR,TBA,,,,INDIVIDUAL STUDY,STAFF;,,,,
EEX,4905,,DEPT,VAR,TBA,,,,LDSHP SKILLS: SPED,"Emery,Alice Kaye;",,,,
EEX,6125,,DEPT,3,TBA,,,,INTERVEN LANG/LEARN,"Gonsalves,Vivian E;",,,,
EEX,6125,,DEPT,3,TBA,,,,INTERVEN LANG/LEARN,"Cheyney-Collante,Kristi Lee;",,,,
EEX,6219,,DEPT,3,TBA,,,,READ ASSESS/INTERVENT,"Chapman,Lindsey Anne;",,,,
EEX,6219,,DEPT,3,TBA,,,,READ ASSESS/INTERVENT,"Chapman,Lindsey Anne;",,,,
EEX,6296,,DEPT,3,,,WEB,,DIFFERENTIATED INST,"Jossi,Margaret Hannum;",,,,
EEX,6296,,DEPT,3,,,WEB,,DIFFERENTIATED INST,"Jossi,Margaret Hannum;",,,,
EEX,6786,,DEPT,3,,,WEB,,COLLAB PRAC INCL SCH,STAFF;,,,,
EEX,6786,,DEPT,3,,,WEB,,COLLAB PRAC INCL SCH,STAFF;,,,,
EEX,6841,,DEPT,3,TBA,,,,PRAC MILD DISAB,"Contesse,Valentina Antonia;",,,,
EEX,6841,,DEPT,3,TBA,,,,PRAC MILD DISAB,"Hanson,Alisa Hadley;",,,,
EEX,6855,,DEPT,3,,,WEB,,DYSLEXIA PRACTICUM,"Dobson,Tabatha Lynn;",,,,
EEX,6855,,DEPT,3,,,WEB,,DYSLEXIA PRACTICUM,"Cheyney-Collante,Kristi Lee;",,,,
EEX,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,STAFF;,,,,
EEX,6910,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,STAFF;,,,,
EEX,6936,,DEPT,VAR,TBA,,,,SPECIAL TOPICS,STAFF;,,,,
EEX,6936,,DEPT,3,,,WEB,,TCH LRN STRAT,"Chapman,Lindsey Anne;",,,,
EEX,6936,,DEPT,3,TBA,,,,TCH LRN STRAT,"Chapman,Lindsey Anne;",,,,
EEX,6940,,DEPT,VAR,TBA,,,,SUPERVISED TEACHING,STAFF;,,,,
EEX,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,STAFF;,,,,
EEX,7526,,7E14,3,M,2-3,WEIM,2056,GRANT WRITING SEMINAR,STAFF;,W,2,WEIM,2056
EEX,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,STAFF;,,,,
EEX,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,STAFF;,,,,
SPS,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL STUDY,STAFF;,,,,
SPS,6918,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,STAFF;,,,,
SPS,6937,,DEPT,VAR,TBA,,,,SCH PSY SUMMER INTERN,"Kranzler,John H;",,,,
SPS,6945,,DEPT,VAR,TBA,,,,ADVANCED PRACTICUM,"Kranzler,John H;",,,,
SPS,6948,,DEPT,VAR,TBA,,,,SUPERVISED TEACHING,STAFF;,,,,
SPS,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,STAFF;,,,,
SPS,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,STAFF;,,,,
EDE,4905,,DEPT,VAR,TBA,,,,INDIVIDUAL STUDY,"De Jong,Ester Johanna;",,,,
EDE,4905,,DEPT,3,TBA,,,,4+1 UNDERGRAD THESIS,"Fu,Danling;",,,,
EDE,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,"De Jong,Ester Johanna;",,,,
EDF,3514,,01A6,3,MTWRF,3,FAC,0127,HIST OF EDUC IN US,"Souza Fonseca Da Silva,Carolyn;",,,,
EDF,3609,,0026,3,MTWRF,5,FAC,0127,SOCIOLOG/HIST FOUNDA,"Dowie-Chin,Tianna;",,,,
EDG,4930,,02F9,3,,,WEB,,GLOBAL STUDIES EDU,"Risner,Mary E;",,,,
EDG,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,"De Jong,Ester Johanna;",,,,
EDG,6910,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,"De Jong,Ester Johanna;",,,,
EDG,6931,,DEPT,3,,,WEB,,ADV LANG ARTS&WRITING,"Worlds,Mario P;",,,,
EDG,6931,,DEPT,3,,,WEB,,ADV LANG ARTS&WRITING,"Mertens,Gillian E;",,,,
EDG,6931,,DEPT,3,,,WEB,,ADV LANG ARTS&WRITING,"Mertens,Gillian E;",,,,
EDG,6931,,017D,3,T R,5-6,LIT,0127,TRANSLINGUAL PEDAGOGY,"Pacheco,Mark B;",,,,
EDG,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,"De Jong,Ester Johanna;",,,,
EDG,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,"De Jong,Ester Johanna;",,,,
EDG,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,"De Jong,Ester Johanna;",,,,
EME,5207,,DEPT,3,,,WEB,,DES TECH RICH CURRIC,"Dawson,Kara Mariehopkins;",,,,
EME,5207,,DEPT,3,,,WEB,,DES TECH RICH CURRIC,"Dawson,Kara Mariehopkins;",,,,
MAE,5347,,DEPT,3,,,WEB,,TEACHING K-8 MATH,STAFF;,,,,
MAE,5347,,DEPT,3,,,WEB,,TEACHING K-8 MATH,STAFF;,,,,
MAE,5347,,DEPT,3,,,WEB,,TEACHING K-8 MATH,STAFF;,,,,
MAE,5347,,DEPT,3,,,WEB,,TEACHING K-8 MATH,STAFF;,,,,
RED,5399,,DEPT,3,M W,2-3,FAC,0120,PRACT BEG RDG INSTR,STAFF;,F,2,FAC,0120
SCE,5140,,0021,3,,,WEB,,SCI CURR DEV,STAFF;,,,,
SCE,5140,,DEPT,3,,,WEB,,SCI CURR DEV,"Mistry,Erin S;",,,,
SCE,5140,,DEPT,3,,,WEB,,SCI CURR DEV,"Mistry,Erin S;",,,,
TSL,6440,,01CH,3,T R,7-E1,LIT,0205,TESTING/EVALUATE ESOL,"Coady,Maria R;",,,,
EDE,4905,,DEPT,VAR,TBA,,,,INDIVIDUAL STUDY,"De Jong,Ester Johanna;",,,,
EDE,6266,,DEPT,3,TBA,,,,TCH LEARN ELEM CLASS,"Warm,Rochelle Leah;",,,,
EDE,6266,,DEPT,3,TBA,,,,TCH LEARN ELEM CLASS,"Warm,Rochelle Leah;",,,,
EDE,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,"De Jong,Ester Johanna;",,,,
EDF,1005,,42E4,3,,,WEB,,INTRO TO EDUCATION,"Castanheira,Brittney;",,,,
EDF,1005,,42E6,3,M W F,3,MAT,0107,INTRO TO EDUCATION,"Jeter,Gage Ryan;",,,,
EDF,3604,,401H,3,TBA,,,,SOCIAL FOUND OF EDUC,"Powers,Leah C;",,,,
EDG,4910,,DEPT,VAR,TBA,,,,EDUC UNDERGRAD RSRCH,"De Jong,Ester Johanna;",,,,
EDG,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,STAFF;,,,,
EDG,6910,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,"De Jong,Ester Johanna;",,,,
EDG,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,"De Jong,Ester Johanna;",,,,
